id,tags,templates
73,Business_Customer_service,"
Hi [Customer],
Thank you for your recent payment of [payment amount].
Upon review of your transaction, we've determined that the amount you have paid is more than what was required for this product or service. The actual amount that was due was [payment amount], thus leaving you with a credit of [credit amount]. Please find a [check amount or notice of deposit] enclosed in this letter.
We strongly believe in providing an honest experience for our customers and can assure you that we are working constantly to prevent potential fraud. We hope this message resolves any concerns you may have about this transaction and are more than happy to answer any additional questions.
Thanks again,
[Your name]
"
74,Business_Customer_service,"
Hi [Customer],
We hope this message finds you well.
We are reaching because you qualify for a refund for your purchase of [product name]. This refund is eligible for [period of time] and can be initiated by calling or messaging our customer service team.
Please feel welcome to reply to this email with any questions you may have and I would be more than happy to help.
Thanks,
[Your name]
"
75,Business_Customer_service,"
Hi [Customer],
I'm reaching out about the refund you initiated on [date].
Your refund has been deposited into your card ending in [last four digits of card]. You should see the amount credited to your account in about 3 to 5 business days.
If you don't see the refund in your account, respond to this email, and I'll look into it for you. In the meantime, please let me know if I can answer any additional questions — I'd be happy to help!
Thanks,
[Your name]
"
76,Business_Customer_service,"
Hi [Customer],
I'm so sorry to hear that a refund hasn't been deposited into your card ending in [last four digits of card].
I've contacted our accounting department to look into this issue for you. A refund has been issued, but it may take a few days for your bank to process the funds.
While we work on the delay on our end, I've created a ticket in our system to keep you updated on your refund status. We'll try to resolve the problem as soon as possible.
I sincerely apologize for the inconvenience this may have caused. In the meantime, feel free to reply to this email with any questions or concerns, and I'd be happy to help.
Thanks,
[Your name]
"
77,Business_Customer_service,"
Hi [Customer],
Thanks so much for reaching out about order #[number]. I'm so sorry the product hasn't worked out for you.
Because more than [number of days] days have passed since the date of purchase, you're no longer eligible for a refund.
However, I can give you store credit for your purchase. Alternatively, I can set up a meeting with our customer success department so that you can get the most out of your product.
Let me know which option you'd prefer. If you have any questions or concerns, I'd be happy to help.
Thanks,
[Your name]
"
78,Service_Testimonial_request ,"
Hi [CUSTOMER],
Happy Holidays! 
As this year winds down, I wanted to say thank you for your partnership using [PRODUCT] this year. You've achieved fantastic results in the time we've been working together, so I wanted to reach out to see if you'd be interested in sharing a testimonial about your experience using [PRODUCT]. You can click this link to share some of your thoughts that we might feature on our website.
Thanks for your consideration of my request, and thanks for being a loyal [COMPANY] customer. I hope you have a warm and happy holiday season with family and friends, and I'm looking forward to chatting again in the new year!
Cheers,
[YOUR NAME]
"
79,Service_Testimonial_request ,"
[CUSTOMER],
I wanted to reach out to thank you for being a loyal [COMPANY] customer. I noticed you achieved your goal of [MILESTONE] last month, and I wanted to reach out and congratulate you on your success! It's been great working with you on this project.
We want to share customer success stories with [PRODUCT/SERVICE] on our website, and I was wondering if you'd be interested in being featured in a testimonial. You can follow this link to submit a written or video testimonial now, and as a token of thanks, I'll send you a gift card for a cup of coffee, on [COMPANY].
Congratulations again on reaching your goal, and thanks for your partnership! Let me know if you have any questions about submitting a testimonial.
Regards,
[YOUR NAME]
"
80,Service_Testimonial_request ,"
Hey [CUSTOMER],
You crushed it this month! You worked hard on [PROJECT], and the numbers definitely reflect that.
Now that we've hit out goal, would you be interested in submitting a testimonial about your experience using [PRODUCT/SERVICE]? You can submit a short written or video testimonial here talking about how we helped you achieve your goals.
Let me know if you have any questions, and congrats again!
Cheers,
[YOUR NAME]
"
81,Service_Testimonial_request ,"
[CUSTOMER NAME],
As a gift this holiday season, [COMPANY] is offering a 50% discount on your January [PRODUCT/SERVICE] subscription.
All you have to do is submit a written or video testimonial about why you love using [PRODUCT] here. 
It shouldn't take you more than 15 minutes, and your discount will be applied as soon as you submit your testimonial. Let me know if you have any questions about this promotion!
Happy Holidays,
[YOUR NAME]
"
82,Service_Testimonial_request ,"
[CUSTOMER],
We hope you're enjoying using [PRODUCT/SERVICE]. 
Now that you've had a few weeks to try the product, we'd love to know what you think. You can click this link to share some of your thoughts about using [PRODUCT] that we might feature on our website.
Your feedback means a lot to us! Thanks for being a loyal [COMPANY] customer.
Regards,
[YOUR NAME]
"
83,Service_Testimonial_request ,"
Hi [CUSTOMER],
It was a pleasure talking with you earlier today, and we're so glad that we're exceeding your expectations. As I mentioned earlier, you can share your thoughts about the experience here.
We get that leaving reviews can be difficult, so if you need to beat writer's block, here is some inspiration as you tell your story:

What was life like before [PRODUCT/SERVICE]? What pains were you experiencing?
What made you choose [COMPANY]?
How has this made a difference in your business/life?
What has surprised you most about the experience?

Your feedback means a lot to us!
Cheers,
[YOUR NAME]
"
84,Marketing_Sales_Relationship_building,"
Hi John,
My name is Jane Smith, and I run Acme Organic Pet Food, a new company that produces and distributes right here in Cleveland. I see on LinkedIn you’re connected to several “big players” in the local pet product business community -- in particular, Jim White over at Acme Pet SuperStore
Would you be willing to introduce me to Jim over email? I’d really appreciate it
Thanks in advance,
Jane
"
85,Marketing_Sales_Relationship_building,"
[Greeting of choice],
[Statement that provides the context in which you met or what you’re asking for.]
[Request to meet with the person to listen and learn.]
[Closing of choice]
"
86,Marketing_Sales_Relationship_building,"
Hi John,
My name is Jane Smith, and I run Acme Organic Pet Food, a new company that produces and distributes right here in Cleveland. I am relatively new to the pet product business and still learning my way as I grow Acme Organic
I know you have a lot of experience in the space, and it would be great to sit with you and learn about the industry as well as the “do’s” and “don’ts” as I get started
Please let me know if you’re free over the next couple of weeks for coffee. I’d appreciate the chance to ask questions
Thanks again,
Jane
"
87,Sales_when_prospects_not_ready_to_buy,"
Hey [Prospect],Per our conversation, here is the link to the article I suggested you read. Based on the current challenge you're dealing with around X, I believe this will be helpful.
[Link]
While I think it may make sense for you to look at our service eventually, this article should allow you to fix this current challenge quickly and on your own.Regards,[Your name]
"
88,Sales_when_prospects_not_ready_to_buy,"
[Prospect], meet [Referral][Referral], meet [Prospect]I was speaking with [Prospect] this morning and they mentioned they were struggling with X.I immediately thought of you because of how you helped Y Company with the same challenge.Will let you two take it from here.Regards,[Your name]
"
89,Sales_when_prospects_not_ready_to_buy,"
Hey [Prospect],Per our conversation, I do not think you are a fit for our services at this time. We are more focused on customers who are looking to achieve X goals and ready to invest more aggressively. However, I would strongly recommend you invest in implementing a Y plan. Here is a link to the service I recommend: [link]. Let me know if you invest in that service and whether it helps you, or if you do something else. The feedback helps me make the best recommendations in the future.Also, let me know if I can ever help in the future. If you do know any Z organizations that might be a better fit for our service, please don't hesitate to refer them. I'll do my best to help them too.Regards,[Your name]
"
90,Sales_when_prospects_not_ready_to_buy,"
Hey [Prospect], A few weeks ago, we spoke about a challenge you were having with X. I recommended you connect with [Referral] to talk to them about their Y service. My past experiences working with [Referral] made me think that would help you. How did it turn out? Did you connect? Did you end up moving forward? I appreciate any feedback so that I can know whether to continue referring people to this service. Regards, [Your name]
"
91,Business_The_power_of_breakup_email_to_close_the_loop,"
Hi [Prospect name],
Haven’t heard from you in a while.
We last spoke about your difficulties with [pain point], and how [offering] could help [achieve specific goal] over [specific timeframe].
Are you still interested in continuing our discussion? If not, please let me know so I can stop reaching out.
Best,[Your name]
"
92,Business_The_power_of_breakup_email_to_close_the_loop,"
Hi [Prospect name],
Apologies if my level of persistence has become annoying.
Are you still interested in speaking about your [pain point], specifically in areas of X and Y?
If not, please let me know so I can stop reaching out.
Best,[Your name]
"
93,Business_The_power_of_breakup_email_to_close_the_loop,"
Hi [Prospect name],
I haven’t heard back from you, so I’m going to assume you’ve gone in a different direction or your priorities have changed.
Let me know if we can be of assistance in the future.
Best,[Your name]
"
94,Business_The_power_of_breakup_email_to_close_the_loop,"
Hello [Prospect name],
I've reached out a few times to see if it makes sense to connect regarding [business goal]. Since I haven't heard back, I'll assume the timing isn't right.
In the meantime, here are some resources that serve as a starting point for professionals dealing with [business challenge].

Resource 1
Resource 2
Resource 3

If in the future it ever makes sense to reconnect, you can book time on my calendar here. I'm always here to help.
Best,[Your name]
"
95,Business_The_power_of_breakup_email_to_close_the_loop,"
Hello [Prospect name],
My name is X and I'm the CEO of [Company name]. [Sales rep name] said you recently had a demo of our product, and I wanted to personally reach out to see how you think it went.
Your business is important to us, and I'd like to help you in any way I can.
Thanks,[CEO name]
"
96,Business_The_power_of_breakup_email_to_close_the_loop,"
Hello [Prospect name],
I haven't heard from you in a while, so I'll assume [Product/service] isn't a priority at the moment. I completely understand and don't want to take up any more of your time.
I'll check back in six months or so to see if our goals are more aligned.
Regards,[Your name]
"
97,Business_The_power_of_breakup_email_to_close_the_loop,"
Hi [Prospect name],
I hope you're having a great week so far! I saw that [Prospect's company] launched a new product this week, congratulations! How was that experience for your team?
Hope all is well!
Cheers,[Your name]
"
98,Marketing_guaranteed_to_get_a_response,"
[Prospect],
I'm trying to reach the person who's in charge of implementing marketing software at your company.
I've helped businesses like yours increase marketing qualified leads by as much as 25%.
Could you help me get in touch with the right person?
Thanks for your time,
[Your name]
"
99,Marketing_guaranteed_to_get_a_response,"
[Prospect],
Congrats on your new role with XYC Recruiting. I work with [Your company name] helping teams like yours increase employee retention by up to 35%.
I'd love to talk with you about how your company could achieve the same results — and help you make a splash in your first few months.
Here's a link to my calendar, if you'd like to book some time: [Calendar link]
Regards,
[Your name]
"
100,Service_Sales_prospecting,"
Hey [first name],
Because I work so much with [your targeted industry], I noticed that [company] recently [company action]. Congrats!
Usually when that happens, [business value] becomes a priority. That’s why I thought you might be interested in finding out how we helped [similar company] get going quickly in their new direction – without any of the typical glitches.
If you’d like to learn more, let’s set up a quick call. How does [specific day and time] look on your calendar?
Regards,
[Your name]
"
101,Service_Sales_prospecting,"
[First name],
Your latest announcement this week about [news] got me thinking.
I found an article on [related topic] that may be useful to you as your company progresses.
Here’s the link to read it: [article link]
Are you currently working on improving [related business value]? I have some more insight to share that could be valuable.
Hope you find this article helpful.
Best,
[Your name]
"
102,Service_Sales_prospecting,"
Hi [first name],
[Mutual connection] recommended we get in touch. I work with [him/her] for a company called [company name] that does [X, Y, and Z].
In thinking about your role at [company}, I know a few tactics that would work well for your team.
Our [product name] has been extremely well-received in the marketplace and I think it’s something that might be helpful for you!
Does this sound aligned with your current priorities?
Best,
[Your name]
"
103,Service_Sales_prospecting,"
Hi [first name],
In working with other [job titles], one of the key issues they’re struggling with is [key issue].
This past year we helped numerous companies to [business driver], resulting in [money saved, revenue added, productivity increases].
A strategy our clients have seen a lot of success with is [key strategy]. Based on what I know about your business, here are a few ways you could put that strategy into action:

[Tip 1]
[Tip 2]
[Tip 3]

Does that sound similar to past challenges you’ve faced? I have some ideas that might help.
All the best,
[Your name]
"
104,Service_Sales_prospecting,"
Hey [first name],
I saw that you recently posted a question on LinkedIn about how to achieve [business value] for your company.
How, if at all, would you like to improve your strategy? I’ve found that [solution] has been successful for others. Here are a few examples of what other companies I’ve worked with in the past have done that might be helpful to you:

[Tip 1]
[Tip 2]
[Tip 3]

Have you tried any of these strategies in the past? I have some more ideas for how we can help.
Best,
[Your name]
"
105,Service_Sales_prospecting,"
Hello [Prospect name],
I admired your recent piece on [insert topic/title] in [insert publication]. I especially liked your point about [insert salient point from article].
I thought you might appreciate this piece on a similar topic: [insert article with a tie to your product/service].
What are your thoughts on the subject?
Regards,
[Your name]
"
106,Service_Sales_prospecting,"
Hello [Prospect name],
I saw you took on a new role at [company name] recently. Congratulations!
I bet you're trying to figure out how to make an impressive (and immediate) mark during your first few months in this new position -- and I think I can help.
I've helped companies like yours before and they’ve loved their results:

[Insert impressive stat]
[Insert impressive stat]
[Insert impressive stat]

Let’s talk about how I can do the same for you. If this sounds like something you're interested in, feel free to book some time on my calendar: [Insert calendar link]
Regards,
[Your name]
"
107,Marketing_Link_building_email,"
Hi Sophia,
Happy Friday! I'm reaching out because I'm an avid reader of your work on the SocialVille blog -- I loved your latest piece about social media news.
I just followed you on Twitter, and I saw you've been tweeting about Facebook's F8 conference. What did you think of the event?
I work over at SocialWorld, where we conduct market research and collect data for social media analysts and experts. We recently produced an infographic detailing a breakdown of the social media market and what changes you can expect over the next year.
Would you be interested in checking it out? I'd love to see what you think.
Let me know if you're interested, and I can send you the infographic to take a look.
Best, Jack
"
108,Marketing_Link_building_email,"
Hey Sophia,
I've been reading your coverage of the competition heating up between Snapchat and Instagram, and I wanted to let you know that we're releasing new data about Snapchat ad usage this week.
Among other insights, we found a surprising number of brands and publishers that were regularly advertising and publishing on Snapchat have started transitioning over to Instagram, where they achieve higher ad clickthrough rates.
I'd be happy to give you exclusive early access to our full report to be the first to write about it on the blog this week -- what do you think?
Best, Jack
"
109,Marketing_Link_building_email,"
Hi Sophia,
Did you know that there are more than 100,000 active bots on Facebook Messenger?
If you aren't already communicating with your audience via Facebook Messenger, you could be missing out on an opportunity to provide better customer service -- and faster.
We rounded up more Messenger bot usage stats in a new report that I've attached below. Do you think it would be a good fit for an article on the SocialVille blog? Thanks in advance for checking it out, and let me know if you have any questions.
Best, Jack
"
110,Marketing_Link_building_email,"
Hi Sophia,
I know you've been closely following the social media smackdown between Snap Inc. and Facebook -- and I know who we're both rooting for. So I wanted to show you this interactive timeline we created that compares the growth trajectories of the two companies.
Snap Inc. is similar to Facebook in a lot of ways, but its path to growth into the billions is mired with more competition. But this competition hasn't limited Snapchat's engagement -- users are spending up to half an hour a day inside the app.
I noticed that you publish a social media news roundup every month featuring the latest stories and research, and I wondered if you thought this timeline could be a good inclusion. Let me know if you have any questions about the data!
Thanks, Jack
"
111,Marketing_Link_building_email,"
Hey Sophia,
You've written previously about successful Facebook ads and headlines, and I wanted to share some new research my team has put together about effective Facebook ad copy. We found that Facebook ads under 20 words in length performed significantly better than longer ads, along with a ton of other eye-opening stats.
Do you think this would be a good fit for the SocialVille blog? I'd be happy to write it up for you to take the legwork out of it. Let me know if you'd like me to get started.
Thanks for your consideration, Jack
"
112,Marketing_Link_building_email,"
Hey Sophia,
I love reading your stuff on the SocialVille blog! In fact, we featured your recent data about the impact of tools on productivity in our report on the growth of productivity as a business -- I've attached the PDF below, and we've also shared it on Twitter.
I wonder if you'd be able to check out the report and let me know what you think or if I missed any important stats.
Thanks in advance for checking it out, and thanks for such an interesting write-up.
Best, Jack
"
113,Marketing_Link_building_email,"
... they all went viral on social media!
Forgive the silly joke, but I knew cats would get your attention. I loved your recent piece about social media predictions for the coming year, and I wondered if you'd given any thought to predictions for where SEO is headed, too.
Here at SearchWorld, we predict that AMP and machine-learning will take center stage in Google's quest to make search easier and more intuitive for the searcher.
We put together a report about how SEO has evolved and other predictions for where we think it's headed next, and I think it would be a great reference if you decide to write a follow-up piece about the future of SEO. I've attached the report below -- take a look, and let me know if there are any changes you'd suggest!
Thanks in advance, Jack
"
114,Marketing_Link_building_email,"
Hey Sophia,
Thanks for writing such a thorough recap of Facebook's F8 conference. It was super helpful for those of us who couldn't attend in person or watch the live stream!
I thought you made an interesting point about the competition heating up between Facebook and Snap Inc., but I think you could be missing a bigger idea here. I think it's not as much a competition for users as it is a competition for features innovation vs. features execution.
I wrote up my take on the brands' competition on our blog today and cited your recap -- would you like to take a look? Maybe we could collaborate together on a blog post or video on how social media marketers should best evaluate the two companies' competing apps.
Thanks, Jack
"
115,Service_Sales_Follow_up,"
Hi [Prospect],
Sorry I missed you on the phone today. I was calling because [explain your purpose].
My voicemail said I will try you again on [date and time] and you can always reach me before at [phone number].
Cheers,
[Salesperson]
"
116,Service_Sales_Follow_up,"
Dear [Prospect],
What an exciting show. I hope you made great connections and learned some things you can use in your business immediately.
I am sure that increasing sales effectively [objective] is on the top of your list. As we promised, here is ""Six Ways to Increase Your Sales [piece of content]. If you would like more in-depth information on any of the ways [details of content], I'd be delighted to have a 30-minute conversation with you to dive into that.
I'm here to be a resource to you, so don't hesitate to call.
Best regards,
[Salesperson]
"
117,Service_Sales_Follow_up,"
Hi [Prospect],
I really enjoyed our phone conversation [or meeting] earlier today and especially liked learning about your unique role at [company]. I understand the challenges you are facing with [challenges discussed] and the impact they are having on [insert personal impact].
As promised, I have attached [or linked to] the resources and materials that can help you better understand how we can help you solve [insert compelling reason to buy].
Please let me know if you have any questions. Otherwise, I look forward to talking with you again on [date and time].
[Signature line]
[Salesperson]
"
118,Service_Sales_Follow_up,"
Hi [Prospect],
I know you are busy helping your team increase sales [replace with job function]. I want to be sure you know you can share that article with your team. Here's the link again. In 30 minutes I can give you some ideas on how to most efficiently increase your sales.
Do you have time for a call on [weekday] at [time] or [weekday] at [time]? [Might also include a brief client story of a client who increased sale using one of the six methods.]
Let me know which of these times is convenient for you or send me a few that work for you. I look forward to talking with you.
[Salesperson]
"
119,Service_Sales_Follow_up,"
Hi [Prospect], this is [Salesperson]. I am sorry we haven't been able to connect. When we met, you were very interested in increasing your sales [objective]. I know how busy things can get with work and family.
I want you to know that I don't mind scheduling a call before or after work hours if that would make it easier. Just let me know what works for you. I don't want to be a pest, but I do want to make sure we have an opportunity to talk if you still want to fast track your sales growth [objective].
"
120,Service_Sales_Follow_up,"
In the rare opportunities, I have to work on client acquisition, I have not had much success reconnecting with you. It might just be that you don't have any interest in talking with me -- and that's okay. I just need to know whether or not to keep trying.
So, to make this nice and easy for you, you can reply with a simple keystroke. Just reply with either A, B, C, D, or E and I'll know what to do, but please do reply so that I can stop emailing you if you're not interested.
A. Stop emailing me with attempts to connect but continue to send invites for events.
B. Don't send me anything, remove me from your list. We don't currently and won't ever need your help.
C. I want to talk, we need some help, but the timing isn't right. Keep trying.
D. I would like to schedule a time to talk. We need some help. Please send your calendar link.
E. I forgot who you are. What's this about?
Thank you.
"
121,Service_Sales_Follow_up,"
[Prospect],
We are in the process of closing files for the month. Typically when I haven't heard back from someone it either means they're really busy or aren't interested. If you aren't interested, do I have permission to close your file?
If you're still interested, what do you recommend as a next step?
Thanks for your help.
"
122,Service_Sales_Follow_up,"
Hi [Contact],
I’m looking forward to meeting you at [location and time]. As I mentioned during our phone call on [date], I’ll be sharing information about [product/solution], which relates to your [goal, problem, or need].
Feel free to email or call if you have any questions or further needs before we meet on [date and time]. Looking forward to meeting with you.
Best regards,
[Salesperson]
"
123,Service_Sales_Follow_up,"
Hi [Client],
I hope you're doing well! I recently saw [LinkedIn post, announcement, etc.] about [topic, product launch, etc.], and I wanted to see if you would be interested in hopping on a call and talk about your [topic, product] strategy for the year.
We've launched a few new tools that might be helpful in your approach, and I'd love to tell you more about them. What's the best time for you this week?
All the best,
[Salesperson]
"
124,Service_Sales_Follow_up,"
Hi [Prospect],
I gave you a call a few minutes ago but seem to have missed you. I wanted to follow up with a quick email (because no one really likes listening to voicemails, do they?).
I have a few questions before our pitch to the team on Thursday:

Do the slides I shared earlier this week align with your expectations?
Any concerns from the team you feel aren't addressed in our presentation?

Looking forward to incorporating your feedback before the pitch.
Kind regards,
[Your name]
"
125,Service_Referrals,"
Hello [Customer name],
I'm so glad to hear you're happy with the results of working with [Your company name] so far. I knew we could help, and I'm pleased you're seeing results so quickly.
Since things are going so well, I found myself wondering if you have any colleagues at similar companies who would benefit from our [product/service]. I would love to help them achieve similar growth.
Regards,
[Your name]
"
126,Service_Referrals,"
Hello [Customer name],
That's amazing that you've had such a great experience with our team already. They continue to surprise even me, and I work with them daily.
I trust they'll take care of you through the rest of the process, and you can always reach back out to me with any questions. In the meantime, since you're in good hands, do you know anyone else who also needs help with [pain/problem that led them to you]?
Let me know,
[Your name]
"
127,Service_Referrals,"
Hello [Point of contact's name],
I've noticed that our customers who work with [their company name] have far fewer issues with [problem that they solve] on average. I think that [your company name] and [their company name] makes for a powerful combination.
Do you currently know anyone who would benefit from [your solution]? I'd be happy to help.
Best,
[Your name]
"
128,Service_Referrals,"
Hello [Point of contact's name],
Thanks for sharing [reference the information in a post you enjoyed] on your LinkedIn post. I was able to converse with quite a few of your constituents in the comments, and as I got to know [name of person you engaged with in the comments] more, I think her business could benefit from [solution you provide]. Since you and I have had a great working relationship thus far, would you mind initiating a formal connection between [prospective referral name] and me? I'd greatly appreciate it!
Looking forward to hearing from you,
[Your name]
"
129,Service_Referrals,"
Hello [Point of contact's name],
I've noticed that you specialize in [insert specialty or niche]. I've had quite a few clients I've turned down recently who could've used services in that area. I'd be happy to send them your way in the future because my ideal client is more along the lines of [description]. If you have any overflow in that area, my company [write in your value proposition] and could provide those clients value.
Looking forward to hearing from you,
[Your name]
"
130,Service_Referrals,"
[Referral],
I don't know if I've mentioned it before, but I've been working with [CSM name] for a few months. The other day, I was talking with her about some of the things she and I have done, and I realized I should put you two together. So...
[Referral], meet [CSM, with a LinkedIn profile URL].
[CSM], meet [Referral, with a LinkedIn profile URL].
Can I leave the rest to you guys?
Talk to you both later.
Regards,
"
131,Service_Referrals,"
Dear [Referral Source],
Thank you for referring [Referral Name] to me for [Your Product/Service Offering]. [Referral Company] is a big organization, and I sincerely appreciate your vote of confidence in my abilities by referring them to [Your Company]. We're going to work together on [Services/Project/Initiative] over the next several months, and hopefully [Product/Service Offering] will be as helpful for them as it has been for you.
As a token of my appreciation, here's a promo code for 10% off your next purchase from us.
Thank you again for connecting me with [Referral Name], and I look forward to talking again soon.
Kind regards,
[Your name]
"
132,Formal_Recommendation,"
Hi [first name],
I hope all is well with you. I recently came across this ebook on [topic they care about] that I thought would interest you:
[link to content asset]
You'll find section X particularly valuable.
I really enjoyed working with you on/at [project/company], and I was wondering if you would write a brief LinkedIn recommendation of my work. I'd love it if you could touch on Y initiative and our collaboration on Z. Just three to five sentences is all I'm after.
I know a recommendation from you will significantly elevate my profile. I greatly appreciate your time, and hope to hear from you soon.
Thank you,
[your name]
"
133,Business_Real_Estate,"
Hello [Prospect],
Great to meet you at [address] last weekend. I hope you got a good feel for the house and the [benefit of the property -- i.e., great pool, huge master bedroom, beautiful view]. Let me know if I can answer any questions.
If you’re interested in the neighborhood, I have another property available nearby. It has many of the wonderful qualities that [address] has, with a few surprises! I’d be happy to set up a private showing for you this week.
Thanks again for stopping by!
Regards,
[Your name]
"
134,Business_Real_Estate,"
Hello [Prospect],
Thanks so much for stopping by [address] last Sunday. It was great to meet you!
If you’re interested in seeing more homes in this neighborhood, there are a few I’d like to show you. It’s a competitive area, but my expertise buying and selling in [neighborhood] is unparalleled.
But before we jump into anything serious, I’d love to learn more about what you’re looking for in a new home. I also want to share my approach to the homebuying process, to make sure I’m the right fit for you. If you’d like to set up a time to meet, click this link to book time on my calendar: [Link to Meeting tool]
Regards,
[Your name]
"
135,Business_Real_Estate,"
Hello [Prospect],
Thanks for your interest in the property at [address]. It was a pleasure meeting you. As you’ve probably heard, this house is currently under contract.
I know that can be disappointing, but I have good news! Several other homes in the area are coming soon, and I’d be happy to arrange a private or early showing just for you.
[Neighborhood] is a competitive area right now, but with my expertise, I’m sure we can find the perfect home for you.
Regards,
[Your name]
"
136,Business_Real_Estate,"
Hello [Prospect],
I noticed your listing for [address] recently expired. You’re probably feeling overwhelmed, frustrated, and impatient -- but I believe I can help.
Many times, when homes don’t sell, real estate agents blame the price. That’s not quite fair. These homes often suffer from poor marketing. That’s why I consider myself both a marketer and a Realtor.
I’ve sold [number] houses in [neighborhood] in an average of [number] days for [percent] over asking price -- and I do it with smart marketing and [number] years serving the [city] area.
I already have several ideas on how to better position your property, and I’d love to hear what you think. If you’d be interested in learning how we can get your house back on the market and competitive, grab some time on my calendar here: [Insert link to Meeting tool]
Regards,
[Your name]
"
137,Business_Real_Estate,"
Hello [Client name],
Your listing has expired, you're frustrated, and you're likely being inundated by other real estate agents offering you a magic bullet to sell your home. You have every right to shop your listing around. But here's why you should stick with me.

I know your property inside and out. I've been carefully collecting buyer and agent feedback, monitoring other homes in the neighborhood, and have an intimate familiarity with what makes your home unique.
I'm prepared to offer you a new limited-service option, which comes with a discounted commission, which means you save money.
I have an action plan for how I think we can move forward and sell your home in 30 days or less. I'd love to discuss it with you in person or over the phone at your earliest convenience. Book time on my calendar here: [Insert calendar link]

I know this is not where either of us hoped to be, but I'm determined to find the right buyer for you and your home.
Regards,
[Your name]
"
138,Business_Real_Estate,"
Hello [Prospect name],
Here are a few listings I think you’ll like. They meet your criteria of being in [neighborhood #1] and [neighborhood #2]. And they have [requirement #1], [requirement #2], and [requirement #3].

[House #1]
[House #2]
[House #3]
[House #4]
[House #5]

Let me know if you’d like a private showing for any of these homes. And if none of these hit the mark, I want to know that too. Looking forward to hearing what you think about these houses (especially #4!).
Regards,
[Your name]
"
139,Business_Real_Estate,"
Hello [Prospect name],
Hope you’re enjoying the [local weather, holiday season, annual event, etc.]!
I thought you’d be interested to know interest rates in your area have dropped to [percent]. If you’d like to learn what price your home could be listed for -- and what your options are for buying -- click this link to book time on my calendar: [Link to Meeting tool]
Now get back to enjoying the [local weather, holiday season, annual event, etc.]
Regards,
[Your name]
"
140,Business_Real_Estate,"
Hello [Prospect name],
I hope you’re settled into your home and loving it!
Now that the hard part is over, I thought you’d be interested to learn how to increase your home’s value over the next few years. Here are a few ideas:

[Article about home improvement project #1]
[Article about home improvement project #2]
[Article about home improvement project #3]

If you have any questions about how to get started, or if you need recommendations on good carpenters, handymen, etc., I’d be happy to share my favorites.
Happy home improving!
[Your name]
"
141,Business_Real_Estate,"
Hello [Prospect name],
Choosing a Realtor can be tough -- and finding the right fit is one of the most important decisions you can make. Realtors (including myself) throw around a lot of stats about buying and selling homes, but it comes down to people looking for a place to be healthy, happy, and build a life.
To help illustrate how very human and personal this process is, I wanted to share a story from a recent client, [client name].
[Insert client testimonial]
If you’re interested in learning how I can help you find a perfect fit like I did for [client name], click this link to set up a meeting: [Insert link to Meetings tool]
Regards,
[Your name]
"
142,Business_Real_Estate,"
Hello [Prospect],
Is it time for something new? If you’ve been considering a move, here are a few reasons why now is the best time to start fresh:

Housing prices in your neighborhood have risen [percent] over the last five years.
The average home in [city] is selling in [number] days.
Homes are selling at an average price of [number].

I have [number] years’ experience selling in your neighborhood and am confident that, together, we can sell your home for the maximum return -- and find your next dream house. If you’re interested in learning more, click this link to schedule a meeting with me: [Link to Meeting tool]
Regards,
[Your name]
"
143,Business_Real_Estate,"
Hello [Client],
I hope you’re settling into your new house and that it’s starting to feel like home for you and [family member/pet names].
I wanted to say thanks for choosing me as your Realtor. It was a pleasure working with you, and I’m honored you allowed me to help you during this important process.
If I can answer any questions over the next few weeks and months, please don’t hesitate to reach out. I know you’ll get a lot of junk mail -- including misleading letters about your loan -- and I’m always happy to help sort real from fake!
Happy nesting,
[Your name]
"
144,Business_Real_Estate,"
Hello [Prospect name],
The market is heating up and buyers are interested in your neighborhood. This is great news for you because inventory is low and demand is high.
If you'd be interested in discussing the possibility of listing your home, I have some competitive analysis I'd love to share with you. I think you'll be surprised at just how much we could list your home for.
If you'd like to learn more, you can set up a quick 15-minute call with me here: [Insert calendar link]
Regards,
[Your name]
"
145,Business_Real_Estate,"
Hello [Prospect name],
Have you been on the fence about buying a home? It's my job to stay on top of the [insert state, city, or neighborhood name] housing market, and now's the time to buy a home and start building your future. Here's why:

Reason 1
Reason 2
Reason 3

Have I convinced you yet? I understand this is one of the biggest decisions you'll ever make, so if you'd like to set up a time to talk more over the phone, grab time on my calendar here: [Insert calendar link here]
Regards,
[Your name]
"
146,Business_Real_Estate,"
Hello [Prospect name],
Thanks for stopping by on Sunday. I wanted to check in and ask if I can answer any questions for you about [Insert address]. Also, I thought I'd share a few other similar properties for sale in the area. I'd be happy to set up appointments to view those properties if you're interested:

Property 1
Property 2
Property 3

Homes like these are spending approximately [insert number] days on the market, so let me know if you'd like to get a head start!
Regards,
[Your name]
"
147,Sales_Follow_up,"
Dr. [Last name],
Because I work so much with [targeted industry],
I constantly follow industry news. Recently I noticed that you've [insert company action].
Usually when that happens, [insert business issue] becomes a priority. That's why I thought you might be interested in finding out how we helped [similar firm] get going quickly in their new direction -- without any of the typical cookie cutter approaches to marketing.
Check out our patient advertising and brand campaigns here. If you'd like to learn more, let's set up a quick call. Schedule 15 minutes here on my calendar.
Regards,
Matthew
P.S. If you're not the right person to speak with, who do you recommend I talk to?
"
